Liquor,Vegetables,Pork,Seafood,Candy,Jewellery,Num_Deals_Purchases,Num_Web_Purchases,Num_Catalog_Purchases,Num_Store_Purchases,Num_Web_Visits_Month,Promo_30,Promo_40,Promo_50,Promo_10,Promo_20,Complain,Total_Purchase,Age,Years_Since_Registration,Number_of_Children,Academic_Level_encoded,Gender_Female,Gender_Male,Gender_Other,Payment_Method_Card,Payment_Method_Cash,Payment_Method_Mobile,Payment_Method_Online,Payment_Method_Unknown,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Income_normalized,Recency_standardized
0.010046885465505695,0.0,0.0060975609756097615,0.0,0.005050505050505055,0.04819277108433734,0.13333333333333333,0.09090909090909091,0.09090909090909091,0.15384615384615385,0.35,1.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.7407407407407407,0.5,0.33333333333333326,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.27632276534831934,-0.9340046914397164
0.5056932350971199,0.040201005025125636,0.571138211382114,0.04633204633204635,0.32323232323232326,0.8995983935742973,0.06666666666666667,0.36363636363636365,0.5454545454545454,0.3076923076923077,0.04999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.3846153846153846,0.4074074074074072,0.5,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7885214139057847,-0.4509378270444173
0.6155391828533154,0.0,0.5132113821138212,0.38223938223938225,0.15151515151515152,0.18072289156626503,0.06666666666666667,0.36363636363636365,0.8181818181818181,0.7692307692307693,0.09999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.7407407407407407,0.5,0.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6453764663922654,0.23915769352029573
0.0944407233757535,0.05527638190954774,0.11585365853658539,0.057915057915057924,0.0707070707070707,0.020080321285140534,0.2666666666666667,0.36363636363636365,0.09090909090909091,0.5384615384615385,0.24999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.41025641025641024,0.0,0.5,0.6666666666666665,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5955793755602896,-0.6579664832138312
0.10180843938379101,0.01507537688442212,0.022357723577235783,0.007722007722007734,0.02525252525252525,0.028112449799196776,0.06666666666666667,0.36363636363636365,0.09090909090909091,0.3076923076923077,0.24999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.2564102564102564,0.4814814814814814,0.5,0.33333333333333326,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.48119836901514346,0.8602436620285375
0.05224380442062959,0.0,0.011178861788617905,0.0,0.0,0.028112449799196776,0.06666666666666667,0.18181818181818182,0.09090909090909091,0.23076923076923078,0.24999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.1794871794871795,0.7407407407407407,0.5,0.33333333333333326,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.4164313048842791,-1.6931097640609007
0.41460147354320165,0.27135678391959805,0.2642276422764228,0.4903474903474903,0.2727272727272727,0.21686746987951805,0.06666666666666667,0.36363636363636365,0.6363636363636364,0.38461538461538464,0.04999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.4358974358974359,0.2962962962962963,0.5,0.33333333333333326,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.6839051098408537,0.5497006777744166
0.608841259209645,0.05527638190954774,0.2215447154471545,0.0,0.0,0.09236947791164657,0.13333333333333333,0.8181818181818182,0.2727272727272727,0.38461538461538464,0.24999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.48717948717948717,0.5555555555555556,1.0,0.33333333333333326,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.6227431777214409,1.1362818702544226
0.018754186202277284,0.040201005025125636,0.07012195121951222,0.04633204633204635,0.045454545454545456,0.19277108433734938,0.06666666666666667,0.36363636363636365,0.0,0.0,0.29999999999999993,1.0,0.0,0.0,0.0,0.0,0.0,0.10256410256410256,0.2592592592592593,0.5,0.6666666666666665,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0377671316065972,-0.6579664832138312
0.004018754186202261,0.020100502512562804,0.01626016260162605,0.011583011583011588,0.0505050505050505,0.12048192771084336,0.2,0.2727272727272727,0.09090909090909091,0.15384615384615385,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923075,0.7037037037037035,0.5,0.33333333333333326,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.151617971679471,-1.279052451722073
